Time,ID,Activity,GeneralisedActivity,OtherActivity,Accel.X_x_acf1,Accel.X_x_acf10,Accel.X_diff1_acf1,Accel.X_diff1_acf10,Accel.X_diff2_acf1,Accel.X_diff2_acf10,Accel.X_ARCH.LM,Accel.X_embed2_incircle_1,Accel.X_embed2_incircle_2,Accel.X_ac_9,Accel.X_firstmin_ac,Accel.X_trev_num,Accel.X_motiftwo_entro3,Accel.X_walker_propcross,Accel.X_crossing_points,Accel.X_histogram_mode_10,Accel.X_outlierinclude_mdrmd,Accel.X_entropy,Accel.X_firstzero_ac,Accel.X_flat_spots,Accel.X_arch_acf,Accel.X_garch_acf,Accel.X_arch_r2,Accel.X_garch_r2,Accel.X_alpha,Accel.X_beta,Accel.X_gamma,Accel.X_hurst,Accel.X_lumpiness,Accel.X_stability,Accel.X_max_level_shift,Accel.X_time_level_shift,Accel.X_max_var_shift,Accel.X_time_var_shift,Accel.X_max_kl_shift,Accel.X_time_kl_shift,Accel.X_nonlinearity,Accel.X_x_pacf5,Accel.X_diff1x_pacf5,Accel.X_diff2x_pacf5,Accel.X_localsimple_mean1,Accel.X_localsimple_lfitac,Accel.X_sampen_first,Accel.X_std1st_der,Accel.X_spreadrandomlocal_meantaul_50,Accel.X_spreadrandomlocal_meantaul_ac2,Accel.X_nperiods,Accel.X_seasonal_period,Accel.X_trend,Accel.X_spike,Accel.X_linearity,Accel.X_curvature,Accel.X_e_acf1,Accel.X_e_acf10,Accel.X_unitroot_kpss,Accel.X_zero_proportion,Accel.Y_x_acf1,Accel.Y_x_acf10,Accel.Y_diff1_acf1,Accel.Y_diff1_acf10,Accel.Y_diff2_acf1,Accel.Y_diff2_acf10,Accel.Y_ARCH.LM,Accel.Y_embed2_incircle_1,Accel.Y_embed2_incircle_2,Accel.Y_ac_9,Accel.Y_firstmin_ac,Accel.Y_trev_num,Accel.Y_motiftwo_entro3,Accel.Y_walker_propcross,Accel.Y_crossing_points,Accel.Y_histogram_mode_10,Accel.Y_outlierinclude_mdrmd,Accel.Y_entropy,Accel.Y_firstzero_ac,Accel.Y_flat_spots,Accel.Y_arch_acf,Accel.Y_garch_acf,Accel.Y_arch_r2,Accel.Y_garch_r2,Accel.Y_alpha,Accel.Y_beta,Accel.Y_gamma,Accel.Y_hurst,Accel.Y_lumpiness,Accel.Y_stability,Accel.Y_max_level_shift,Accel.Y_time_level_shift,Accel.Y_max_var_shift,Accel.Y_time_var_shift,Accel.Y_max_kl_shift,Accel.Y_time_kl_shift,Accel.Y_nonlinearity,Accel.Y_x_pacf5,Accel.Y_diff1x_pacf5,Accel.Y_diff2x_pacf5,Accel.Y_localsimple_mean1,Accel.Y_localsimple_lfitac,Accel.Y_sampen_first,Accel.Y_std1st_der,Accel.Y_spreadrandomlocal_meantaul_50,Accel.Y_spreadrandomlocal_meantaul_ac2,Accel.Y_nperiods,Accel.Y_seasonal_period,Accel.Y_trend,Accel.Y_spike,Accel.Y_linearity,Accel.Y_curvature,Accel.Y_e_acf1,Accel.Y_e_acf10,Accel.Y_unitroot_kpss,Accel.Y_zero_proportion,Accel.Z_x_acf1,Accel.Z_x_acf10,Accel.Z_diff1_acf1,Accel.Z_diff1_acf10,Accel.Z_diff2_acf1,Accel.Z_diff2_acf10,Accel.Z_ARCH.LM,Accel.Z_embed2_incircle_1,Accel.Z_embed2_incircle_2,Accel.Z_ac_9,Accel.Z_firstmin_ac,Accel.Z_trev_num,Accel.Z_motiftwo_entro3,Accel.Z_walker_propcross,Accel.Z_crossing_points,Accel.Z_histogram_mode_10,Accel.Z_outlierinclude_mdrmd,Accel.Z_entropy,Accel.Z_firstzero_ac,Accel.Z_flat_spots,Accel.Z_arch_acf,Accel.Z_garch_acf,Accel.Z_arch_r2,Accel.Z_garch_r2,Accel.Z_alpha,Accel.Z_beta,Accel.Z_gamma,Accel.Z_hurst,Accel.Z_lumpiness,Accel.Z_stability,Accel.Z_max_level_shift,Accel.Z_time_level_shift,Accel.Z_max_var_shift,Accel.Z_time_var_shift,Accel.Z_max_kl_shift,Accel.Z_time_kl_shift,Accel.Z_nonlinearity,Accel.Z_x_pacf5,Accel.Z_diff1x_pacf5,Accel.Z_diff2x_pacf5,Accel.Z_localsimple_mean1,Accel.Z_localsimple_lfitac,Accel.Z_sampen_first,Accel.Z_std1st_der,Accel.Z_spreadrandomlocal_meantaul_50,Accel.Z_spreadrandomlocal_meantaul_ac2,Accel.Z_nperiods,Accel.Z_seasonal_period,Accel.Z_trend,Accel.Z_spike,Accel.Z_linearity,Accel.Z_curvature,Accel.Z_e_acf1,Accel.Z_e_acf10,Accel.Z_unitroot_kpss,Accel.Z_zero_proportion,mean_Accelerometer.X,max_Accelerometer.X,min_Accelerometer.X,sd_Accelerometer.X,sk_Accelerometer.X,mean_mag_Accelerometer.X,max_mag_Accelerometer.X,total_power_Accelerometer.X,peak_freq_Accelerometer.X,mean_Accelerometer.Y,max_Accelerometer.Y,min_Accelerometer.Y,sd_Accelerometer.Y,sk_Accelerometer.Y,mean_mag_Accelerometer.Y,max_mag_Accelerometer.Y,total_power_Accelerometer.Y,peak_freq_Accelerometer.Y,mean_Accelerometer.Z,max_Accelerometer.Z,min_Accelerometer.Z,sd_Accelerometer.Z,sk_Accelerometer.Z,mean_mag_Accelerometer.Z,max_mag_Accelerometer.Z,total_power_Accelerometer.Z,peak_freq_Accelerometer.Z,SMA,minODBA,maxODBA,minVDBA,maxVDBA
2014-09-13T10:28:03Z,G!_Bk!,CLIP,CLIP,CLIP,0.162195587050502,,,,,,,0,0.166666666666667,0.079752312661005,6,-5.774966,1.49417513828931,0.111111111111111,2,-1.25,0.1,0.757556320612567,4,3,0.0653654512304638,0.0582418904183588,,,,,,0.561992519787119,0,0,0,,0,,,,4.51231685646542,0.0524576159914102,0.135532509632293,0.0672073280118088,1,1,1.38629436111989,1.55817200590949,,1,0,1,0.333899956323823,0.0439042381148105,1.98208472634561,0.124791546094136,-0.364160357638639,,0.317258274651364,0,-0.154705068239906,,,,,,,0.555555555555556,1,0.000132337936538403,1,0.0465938888888889,1.90615474653985,0.222222222222222,4,-0.65,0,0.648014857853447,1,2,0.280550108713525,0.258426835758291,,,,,,0.500045830129239,0,0,0,,0,,,,4.11817057003507,0.0589937032380926,0.578408023999469,0.644065946301516,1,1,0.641853886172395,0.53233239407139,,0.73,0,1,0.138788449180398,0.000296522608703562,0.318980658864682,0.0522232967867093,-0.38627089504305,,0.255129859462317,0,-0.109351868631453,,,,,,,0.222222222222222,0.666666666666667,0.00632264447900503,1,3.02480811111109,0.735621939758795,0.222222222222222,3,-0.5,0.1,1,1,8,0.0419528432498104,0.0403944560463567,,,,,,0.500045830129239,0,0,0,,0,,,,2.38746387682995,0.0347397960225583,0.457515489804168,0.19418465360645,1,1,0.893817876022096,4.34786665440011,,0.76,0,1,0.209967377270944,2.46952913279811,-3.03290981567483,1.58746686461457,-0.502993639272081,,0.255047915446352,0,-1.263,-0.19,-4.06,1.19358516895761,-1.1667170479739,5.60683120597432,12.63,222.3299,0,-0.631,0.13,-1.19,0.331644052830407,0.704877439038615,2.13367428135989,6.31,44.7631,0,0.098,7.94,-1,2.76176191748834,2.2574011508669,7.14979760059011,9.20799775141899,303.6902,0.1,3.41,1.13,13.19,0.767528501099471,8.99684944855698
2014-09-13T10:28:10Z,G!_Bk!,CLIP,CLIP,CLIP,0.43674928387037,,,,,,,1,1,0.161095739333694,4,0.0560065555555555,1.73286795139986,0.222222222222222,2,-0.35,0,0.0857399239704882,3,2,0.320560629503166,0.275483851142792,,,,,,0.77700298520559,0,0,0,,0,,,,0.95587450688371,0.462732810770746,0.121111958373434,0.79532116639791,3,1,1.6094379124341,0.444234672717523,,1.71,0,1,0.697833363993191,6.18655375978812e-05,-0.189991233265649,-0.786621987583943,0.0967569377646285,,0.139783199284971,0,0.618421886356436,,,,,,,0.571428571428571,1,-0.0731452319275425,5,0.0520517777777778,1.07354284640852,0.111111111111111,1,-0.55,0.6,0.449551279932583,3,2,0.182777811315702,0.244994448949471,,,,,,0.910830239915068,0,0,0,,0,,,,2.53244492238986,0.619479066422716,0.502017290601987,1.0485757654166,1,1,0.693147180559945,0.296554285830511,,2.22,0,1,0.889579894001342,1.2914227213146e-05,1.07888142033454,0.549997359278666,-0.0294458253265196,,0.344131704007066,0,0.257763213024481,,,,,,,0.5,1,-0.0180732627042557,2,-0.124089777777778,1.73286795139986,0.222222222222222,3,-0.35,0.1,0.306172114885926,2,2,0.22707941010697,0.297926998394191,,,,,,0.500045830129239,0,0,0,,0,,,,2.04160066396129,0.511032516563971,0.490768017676539,0.689095256441734,2,1,0.693147180559945,0.489722143442358,,1.37,0,1,0.173394719484688,0.000294443345738116,0.0653623305647175,-0.0141674343757075,0.241123518166514,,0.113782992313317,0,-0.037,0.63,-0.75,0.477168733259001,0.154141886450101,1.07996130118994,2.93732115355222,10.3517,0.1,-0.382,0.5,-0.88,0.488348691453601,0.657708040232804,1.8077635224213,3.82,24.7624,0,-0.432,0.13,-1,0.385365627251143,-0.0299820906184482,1.83695720678809,4.32,25.294,0,1.455,0.82,1.87,0.51555795018601,1.18730787919562
2014-09-13T10:28:14Z,G!_Bk!,CLIP,CLIP,CLIP,0.244368363600278,,,,,,,1,1,0.000645033244021039,3,0.00714999999999999,1.38629436111989,0.222222222222222,2,-0.05,-0.3,0.350679905008523,2,4,0.0790551165916144,0.0665961242569679,,,,,,0.54813263113276,0,0,0,,0,,,,11.1437356387572,0.142516332190133,0.30494837188882,0.179685733574282,1,1,0.251314428280906,0.307571129984594,,1.55,0,1,0.384538726747268,7.40462586743518e-05,0.273291724238547,-0.217887406626731,-0.250928371245231,,0.223768966319435,0.2,0.694901425626434,,,,,,,1,1,-0.0914491449144915,5,-0.018907,1.07354284640852,0.111111111111111,1,-0.55,0.1,0.304448582784867,4,5,0.138420011410621,0.401189690662863,,,,,,0.916531611614576,0,0,0,,0,,,,11.1026977659319,0.824640351205581,0.154126435573392,0.159476718851412,1,2,0.0689928714869514,0.241764348074732,,3,0,1,0.860951924882182,2.68686136160303e-05,-0.948696741000844,0.335391813826268,-0.129483416418889,,0.372936649744883,0,-0.157562003566218,,,,,,,0.555555555555556,1,0.0632193224185444,3,0.00896211111111112,1.55958115625988,0.333333333333333,4,-0.95,0.1,0.0040689529656324,1,3,0.247966296578947,0.478684400170009,,,,,,0.500045830129239,0,0,0,,0,,,,1.21197779592189,0.650869744496641,0.563875605902044,0.670147680638259,1,1,0.980829253011726,0.576659441187874,,0.82,0,1,0.0876801040980035,0.000435833550281247,-0.124715170018104,0.178092010891055,-0.19231007489391,,0.122879626930924,0,-0.125,0.13,-0.75,0.236607973942835,-1.68429913872842,0.828067734700482,1.25,3.8833,0,-0.306,0.5,-0.63,0.391243033306807,0.903228739325423,1.48911671280996,3.06,16.25,0,-0.64,0.06,-0.94,0.370255167268316,0.637899114516888,1.98663372379455,6.4,45.5802,0,1.247,0.69,1.57,0.51555795018601,1.09581020254422
2014-09-13T10:28:22Z,G!_Bk!,CLIP,CLIP,CLIP,0.0702843441415223,,,,,,,0.8,1,-0.214433187820882,2,-0.112641222222222,1.49417513828931,0,1,-0.15,0.1,1,5,5,0.0297764023092895,0.0342897153866469,,,,,,0.551733194791766,0,0,0,,0,,,,5.1199646631306,0.0575265443642141,0.0924613722458343,0.189088101165604,1,1,0.268263986594679,0.34039601120525,,,0,1,0.57284160411762,0.000108813938041701,-0.725741945136925,-0.152610648087597,-0.208559636918965,,0.438966048573625,0,0.432990512971203,,,,,,,1,1,-0.231464612543028,5,0.076612,1.25548232517875,0.111111111111111,1,0.1,-0.1,0.532216108838976,5,4,0.0515614616596697,0.0605798613266117,,,,,,0.879594632292103,0,0,0,,0,,,,4.01230099893601,0.376237990889771,0.223758185400495,0.285484174760847,1,1,0.575364144903562,0.304014802271205,,,0,1,0.82707984638476,2.67888518690066e-05,1.21038226249173,0.134966634183022,-0.241476234950684,,0.457163170571284,0,-0.160774489620572,,,,,,,0.333333333333333,0.777777777777778,-0.16488111082284,2,0.641518111111111,1.38629436111989,0.111111111111111,5,-1.1,0.1,0.375744360304603,1,2,0.0663493705507913,0.141539899718493,,,,,,0.500045830129239,0,0,0,,0,,,,0.330844305741994,0.272850166192564,0.271632404306158,0.406734707344278,2,2,1.38629436111989,0.766106679545639,,0.52,0,1,0.190219763769506,0.00109837658248909,0.47103948288242,0.277268403582579,-0.137335949577069,,0.226392955995026,0,-0.309,-0.06,-1.25,0.348439377797631,-1.87963930775234,1.48274050273228,3.09,14.3035,0,-0.118,0.88,-0.56,0.460164221893783,0.7602352126479,1.32644332636968,2.17300350452668,9.8844,0.1,-0.569,0.75,-1.06,0.574252170701649,1.01179892581762,2.52000288952931,5.69,45.7875,0,1.398,0.94,2.88,0.595734840344259,1.70276246141381
2014-09-13T10:28:26Z,G!_Bk!,CLIP,CLIP,CLIP,0.101176976296721,,,,,,,0,0.375,-0.0492569697465919,2,-0.131137111111111,1.49417513828931,0.222222222222222,4,-1.35,0.2,0.827944595482813,2,2,0.544778075290791,0.546923283908184,,,,,,0.500045830129239,0,0,0,,0,,,,0.68390092431226,0.529136944180101,0.404347662198443,0.446880933456341,1,1,0.492476485097794,0.596338364055546,,1.38,0,1,0.127209006399929,0.000358754061493419,-0.296532636715433,0.084103878346929,0.121524820040152,,0.129014961751551,0,0.603873114777314,,,,,,,0.857142857142857,1,0.010042719913144,4,-0.00914522222222218,1.49417513828931,0.222222222222222,3,-0.25,0.1,0.690398159820628,3,4,0.284097462915109,0.105806213731017,,,,,,0.821972186649965,0,0,0,,0,,,,5.26067941855932,0.794362157011181,0.408418280309308,0.501013553986259,4,1,0.847297860387204,0.451435980449548,,1.89,0,1,0.532832887724516,5.42144781937839e-05,-0.771120525913329,-0.070240334178124,0.136496149051857,,0.277677196834982,0,0.0839116825418195,,,,,,,0.375,0.5,0.0283980119596558,2,0.0033582222222224,1.55958115625988,0.444444444444444,4,0.3,-0.1,0.33940417636875,2,4,0.633994820196598,0.591068847345062,,,,,,0.500045830129239,0,0,0,,0,,,,3.12542845067983,0.514503204033873,0.747024461460385,0.534485194354931,2,1,0.980829253011726,1.23216385995442,,1.34,0,1,0.0656589243093071,0.00566257361494458,0.507417527632197,0.057888282270819,0.0582559141618418,,0.146681800901873,0,-1.002,-0.25,-1.38,0.465970909917013,0.699261501393492,3.08294333737179,10.02,109.784,0,0.245,0.88,-0.25,0.485163202781634,0.239305252927202,1.47709183170242,3.01435136741944,16.5923,0.1,-0.156,0.75,-1.5,0.890108607605461,-0.511566875328002,2.365777197623,4.24100876091954,37.8556,0.2,2.155,0.88,3.5,0.525927751692188,2.1076527228175
2014-09-13T10:28:30Z,G!_Bk!,CLIP,CLIP,CLIP,0.0242759126381396,,,,,,,0,0.142857142857143,-0.276567328340229,4,0.0940232222222222,0.376770161256437,0.111111111111111,1,-1.15,0.1,1,3,4,0.0400545905248366,0.0415727554570919,,,,,,0.500045830129239,0,0,0,,0,,,,0.275473363627201,0.0280128952254694,0.0905155448465646,0.0913711190140724,1,1,0.251314428280906,0.319678658099731,,1.64,0,1,0.567134275388885,5.8577134202202e-05,0.60947152109865,0.259549785029945,-0.0922775690314758,,0.33761173678097,0,0.437527031484808,,,,,,,1,1,-0.0219110801598065,4,0.181414888888889,1.73286795139986,0.333333333333333,3,-0.55,0.3,0.308011105321652,2,4,0.168936241322297,0.167518055187247,,,,,,0.678317049850442,0,0,0,,0,,,,0.77695450171401,0.544545950663176,0.516146322790466,0.35648945093492,1,1,1.20397280432594,0.540357392020421,,1.34,0,1,0.413831921634306,0.000171685383276643,0.538209518072613,0.556534721198268,0.0677157137057091,,0.191220349465505,0,-0.058655462184874,,,,,,,1,1,-0.185714285714286,2,-0.0503491111111111,1.38629436111989,0.111111111111111,5,-0.45,0.2,0.810971200631618,1,2,0.0562992957930179,0.439581025330529,,,,,,0.500045830129239,0,0,0,,0,,,,0.628472019244788,0.150235667298296,0.272423224636973,0.383077006986505,2,2,0.133531392624523,0.30283842409957,,0.51,0,1,0.390769109929686,2.85583571780611e-05,-0.412782771653448,0.139156434759157,-0.144097775994908,,0.373816135632856,0,-1.085,-0.19,-1.38,0.325687307431871,1.97332996995778,2.9696880205969,10.85,121.7877,0,-0.054,0.69,-0.56,0.492458684110206,0.340433805717015,1.32364007886067,2.32338133127922,11.108,0.1,-0.27,0.38,-0.5,0.257120810342359,1.43398176962383,1.15885563843181,2.7,9.9288,0,1.851,0.82,2.31,0.51555795018601,1.45811522178462
2014-09-13T10:28:34Z,G!_Bk!,CLIP,CLIP,CLIP,-0.0479734626749178,,,,,,,0.888888888888889,1,0.199448068238836,2,0.083477,1.55958115625988,0.222222222222222,4,-0.15,0.1,0.610746839031808,1,4,0.0396912514308122,0.478981255347855,,,,,,0.500045830129239,0,0,0,,0,,,,1.41426629193941,0.0654964597868896,0.0286074478535455,0.233824252867916,1,1,0.196710294246054,0.380952752976009,,0.55,0,1,0.395293090154544,6.56150869362266e-05,0.2959060311693,-0.331200148198089,-0.140034251458964,,0.202623005690059,0,0.548373928345015,,,,,,,1,1,0.126115498782446,4,0.0288694444444444,1.38629436111989,0.222222222222222,2,-0.15,0.3,0.338861085925515,3,2,0.324439388579263,0.317082750096267,,,,,,0.852296658869862,0,0,0,,0,,,,6.86110740159108,0.651471704427277,0.448174979956089,0.665350942987469,1,1,0.847297860387204,0.358705233366401,,2.37,0,1,0.785798513671416,2.21658882467274e-05,0.524301789927479,0.685272484031041,0.0227508267306926,,0.216153294345614,0,0.416029586890525,,,,,,,0,0.714285714285714,0.0790728099159692,3,0.0768031111111111,1.38629436111989,0.111111111111111,2,-1.7,0.1,0.594171165588734,3,2,0.349837591227527,0.21142738052224,,,,,,0.754870710403802,0,0,0,,0,,,,1.58418440111473,0.26177019612086,0.181428318986179,0.206046883894753,1,2,0.916290731874155,0.530065509578245,,2.1,0,1,0.537912767319877,0.000388715414061287,-1.06478279284324,0.247805511652674,-0.178612325961043,,0.349170144912437,0,-0.335,-0.13,-1.13,0.315673882353292,-1.50515455823657,1.47205005678036,3.35,15.5443,0,0.337,0.94,-0.19,0.433052473084319,0.164142172968354,1.46988800750645,3.37,19.7647,0,-0.914,-0.25,-1.75,0.514764239455522,-0.470081692386666,3.04681036845423,9.14,95.3916,0,1.662,0.82,2.69,0.51555795018601,1.93274416310075
2014-09-13T10:28:38Z,G!_Bk!,CLIP,CLIP,CLIP,0.237866841874726,,,,,,,1,1,0.0815593517301796,4,-0.007942,1.49417513828931,0,1,-0.275,-0.6,0.865454515859892,2,5,0.594163711666729,0.242522313712109,,,,,,0.556957207831494,0,0,0,,0,,,,16.6311014082105,0.147259141947515,0.135567066020841,0.0967784219916834,2,2,0.262364264467491,0.170513929049799,,1.4,0,1,0.240059878291931,9.06179132731685e-06,0.184411430723858,0.0108957692008596,-0.0947458109562179,,0.230897371313427,0,0.726449339553928,,,,,,,1,1,-0.138170042717376,7,-0.0316351111111111,1.25548232517875,0.111111111111111,1,-0.15,0.1,0.318986817427348,4,3,0.649015213089647,0.528836548536517,,,,,,0.935263723468422,0,0,0,,0,,,,1.93214499448846,0.896821487918283,0.2241857012868,0.471285295074712,1,1,0.356674943938732,0.230422317591948,,3,0,1,0.909920698563621,1.15702825843929e-05,-1.32163406122739,0.152553575463797,-0.191623717258601,,0.416288091492827,0.2,-0.110044063748301,,,,,,,0.222222222222222,0.777777777777778,-0.453343903142116,2,0.286614888888889,1.38629436111989,0.111111111111111,3,-0.9,0.1,0.304464007064702,1,4,0.271133320425567,0.0345798128106789,,,,,,0.500045830129239,0,0,0,,0,,,,1.26809133815941,0.0471056602408191,0.0730588446642807,0.065817384531226,2,2,0.470003629245736,0.518059949340915,,0.41,0,1,0.370793634877412,0.000280938443498084,0.661451991624797,0.151762268198658,-0.159780092069642,,0.365610308105092,0,-0.326,-0.13,-0.56,0.142454671153084,-0.560947506981989,1.01710807389763,3.26,11.5336,0,0.268,0.94,-0.25,0.475156114696353,0.369754650026079,1.50096683883096,2.76328840707146,16.7804,0.1,-0.864,0.13,-1.75,0.464595403430651,0.304580180655759,2.73738836378933,8.64,82.5956,0,1.61,0.63,2.69,0.376696164036747,1.93274416310075
2014-09-13T10:28:42Z,G!_Bk!,notMoving,notMoving,notMoving,0.665723049396128,,,,,,,1,1,-0.153294140200652,5,0.000892111111111111,1.25548232517875,0.111111111111111,1,-0.025,0.3,0.314573219118505,4,4,0.168815084431888,0.140768663280836,,,,,,0.922496947337327,0,0,0,,0,,,,11.8651218120204,0.707371102162549,0.521496271966397,0.85344794905299,1,2,0.207639364778245,0.0756820835982849,,3,0,1,0.867238704854332,1.96102609451986e-07,0.362651212327324,-0.0263311106652372,-0.104465387492514,,0.412149970606553,0.4,-0.0887044457164663,,,,,,,1,1,0.00494180499904599,2,0.004376,1.07354284640852,0,3,-0.175,-0.1,1,1,4,0.0501551438218808,0.0509813354146635,,,,,,0.500045830129239,0,0,0,,0,,,,4.14440036936943,0.136108213895115,0.430979798415327,0.888575954563243,1,1,0.287682072451781,0.237276210354093,,0.59,0,1,0.0988672222469467,3.41180124722776e-05,0.0966580914777219,-0.0443447907152063,-0.204897174244834,,0.163776501689455,0,0.38926126441696,,,,,,,0.125,0.375,0.0165462141153563,2,0.0035366666666666,1.07354284640852,0.222222222222222,3,-1.05,-0.5,0.304452506687785,2,7,0.19214229636099,0.190887422809731,,,,,,0.668929735522565,0,0,0,,0,,,,11.3783764549822,0.363023726869844,0.381924424190667,0.183640803657507,1,2,0.382992252256106,0.535140168553997,,1.42,0,1,0.377544345618874,0.000400221885504971,-0.765690258056412,0.194881428451387,-0.0875370383342057,,0.297910167105812,0.1,-0.101,0.06,-0.31,0.131862723230554,-0.327090059637882,0.475110318361864,1.01,1.7341,0,-0.264,-0.19,-0.69,0.152621536269733,-2.11730852843228,0.921943595059422,2.64,7.9456,0,-0.811,0.13,-1.06,0.464433944591574,1.27154697834931,2.77399668729546,8.11,75.4785,0,1.214,0.63,1.38,0.376696164036747,1.09073369802166
2014-09-13T10:28:47Z,G!_Bk!,CLIP,CLIP,CLIP,0.433333333333333,,,,,,,1,1,0.15,6,0,1.38629436111989,0.111111111111111,0,0.0575,0.1,0.334900605005514,3,6,0.288083744179906,0.0570110355967558,,,,,,0.771546322142174,0,0,0,,0,,,,2.22044604925031e-15,0.314822312831272,0,0.296275585773127,6,1,0,0.03,,0.62,0,1,0.657251522011994,1.84892588985848e-09,-0.0366760126742777,-0.0409229214306737,-0.0912813176402966,,0.221476510067114,0.4,0.226776520529478,,,,,,,0.8,1,-0.21302327582498,7,-0.0366111111111111,1.07354284640852,0,1,-0.25,-0.4,1,5,4,0.030543396510971,0.0349033485246337,,,,,,0.784743795201555,0,0,0,,0,,,,2.54107470842908,0.0785227846755345,0.0177271479318947,0.0602518068632625,1,1,0.251314428280906,0.221816991634495,,,0,1,0.726778371410634,2.36841018702239e-05,-0.623872913525698,-0.15407115965538,-0.249697434063769,,0.438393109462585,0,0.100217651539885,,,,,,,0,0.571428571428571,-0.185210577864839,3,0.0197048888888889,0.376770161256437,0.111111111111111,3,-1.075,0,1,3,3,0.0308209803042019,0.0354776391183309,,,,,,0.585053948337946,0,0,0,,0,,,,0.549516342631759,0.0201567496772494,0.0658856759873653,0.196152983114125,1,1,0.251314428280906,0.188355455927822,,1.31,0,1,0.643479899849191,7.94629825591751e-06,0.416040995268735,0.163131652944312,-0.181733414558766,,0.391403556216619,0,0.036,0.06,0,0.0309838667696593,-0.348568501158667,0.141650712782167,0.36,0.1728,0,-0.451,-0.25,-1.19,0.278346307082862,-1.74489736447933,1.60185710819497,4.51,23.4481,0,-0.938,-0.38,-1.06,0.202089089265106,2.03043856743199,2.37391630558355,9.38,89.5484,0,1.425,1.31,1.57,0.991614844584327,1.24919974383603
