Time,Activity,Accelerometer.X,Accelerometer.Y,Accelerometer.Z,ID
2014-09-13T10:28:03Z,notMoving,-0.19,-0.5,-0.81,G!_Bk!
2014-09-13T10:28:04Z,notMoving,-4.06,-1.19,7.94,G!_Bk!
2014-09-13T10:28:05Z,CLIP,-2.38,-0.56,-0.69,G!_Bk!
2014-09-13T10:28:06Z,CLIP,-1.44,-0.69,-0.88,G!_Bk!
2014-09-13T10:28:06Z,CLIP,-1.44,-0.69,-0.88,G!_Bk!
2014-09-13T10:28:07Z,CLIP,-1,-0.81,-1,G!_Bk!
2014-09-13T10:28:07Z,CLIP,-1,-0.81,-1,G!_Bk!
2014-09-13T10:28:08Z,CLIP,-0.31,0.13,-0.69,G!_Bk!
2014-09-13T10:28:10Z,CLIP,-0.5,-0.56,-0.63,G!_Bk!
2014-09-13T10:28:11Z,CLIP,-0.31,-0.63,-0.38,G!_Bk!
2014-09-13T10:28:11Z,CLIP,-0.31,-0.63,-0.38,G!_Bk!
2014-09-13T10:28:12Z,CLIP,0.63,-0.88,0.13,G!_Bk!
2014-09-13T10:28:12Z,CLIP,0.63,-0.88,0.13,G!_Bk!
2014-09-13T10:28:13Z,CLIP,0.31,-0.56,-1,G!_Bk!
2014-09-13T10:28:13Z,CLIP,0.31,-0.56,-1,G!_Bk!
2014-09-13T10:28:14Z,CLIP,-0.19,0.19,-0.44,G!_Bk!
2014-09-13T10:28:14Z,CLIP,-0.19,0.19,-0.44,G!_Bk!
2014-09-13T10:28:15Z,CLIP,-0.75,0.5,-0.31,G!_Bk!
2014-09-13T10:28:17Z,CLIP,-0.13,-0.06,-0.94,G!_Bk!
2014-09-13T10:28:18Z,CLIP,0,-0.31,-0.88,G!_Bk!
2014-09-13T10:28:19Z,notMoving,0.13,-0.44,-0.88,G!_Bk!
2014-09-13T10:28:20Z,notMoving,0,-0.63,0.06,G!_Bk!
2014-09-13T10:28:21Z,CLIP,-0.06,-0.63,-0.88,G!_Bk!
2014-09-13T10:28:22Z,CLIP,-0.06,-0.56,-0.94,G!_Bk!
2014-09-13T10:28:22Z,CLIP,-0.06,-0.56,-0.94,G!_Bk!
2014-09-13T10:28:23Z,CLIP,-0.13,-0.56,-0.25,G!_Bk!
2014-09-13T10:28:23Z,CLIP,-0.13,-0.56,-0.25,G!_Bk!
2014-09-13T10:28:24Z,CLIP,-0.13,-0.38,-1,G!_Bk!
2014-09-13T10:28:24Z,CLIP,-0.13,-0.38,-1,G!_Bk!
2014-09-13T10:28:25Z,CLIP,-0.38,0.13,-0.44,G!_Bk!
2014-09-13T10:28:25Z,CLIP,-0.38,0.13,-0.44,G!_Bk!
2014-09-13T10:28:26Z,CLIP,-0.25,0.06,-1.06,G!_Bk!
2014-09-13T10:28:26Z,CLIP,-0.25,0.06,-1.06,G!_Bk!
2014-09-13T10:28:27Z,CLIP,-1.25,0.88,0.75,G!_Bk!
2014-09-13T10:28:27Z,CLIP,-1.25,0.88,0.75,G!_Bk!
2014-09-13T10:28:28Z,CLIP,-1.31,0.69,-1.5,G!_Bk!
2014-09-13T10:28:28Z,CLIP,-1.31,0.69,-1.5,G!_Bk!
2014-09-13T10:28:29Z,CLIP,-0.38,-0.19,0.31,G!_Bk!
2014-09-13T10:28:29Z,CLIP,-0.38,-0.19,0.31,G!_Bk!
2014-09-13T10:28:30Z,CLIP,-1.38,-0.25,0.38,G!_Bk!
2014-09-13T10:28:30Z,CLIP,-1.38,-0.25,0.38,G!_Bk!
2014-09-13T10:28:31Z,CLIP,-1.13,0.13,-0.38,G!_Bk!
2014-09-13T10:28:31Z,CLIP,-1.13,0.13,-0.38,G!_Bk!
2014-09-13T10:28:32Z,CLIP,-1.13,-0.5,-0.19,G!_Bk!
2014-09-13T10:28:32Z,CLIP,-1.13,-0.5,-0.19,G!_Bk!
2014-09-13T10:28:33Z,CLIP,-1.25,-0.56,-0.5,G!_Bk!
2014-09-13T10:28:33Z,CLIP,-1.25,-0.56,-0.5,G!_Bk!
2014-09-13T10:28:34Z,CLIP,-1.13,0.69,-0.25,G!_Bk!
2014-09-13T10:28:34Z,CLIP,-1.13,0.69,-0.25,G!_Bk!
2014-09-13T10:28:35Z,CLIP,-0.19,0.19,-0.44,G!_Bk!
2014-09-13T10:28:35Z,CLIP,-0.19,0.19,-0.44,G!_Bk!
2014-09-13T10:28:36Z,CLIP,-0.13,-0.19,-1,G!_Bk!
2014-09-13T10:28:36Z,CLIP,-0.13,-0.19,-1,G!_Bk!
2014-09-13T10:28:37Z,CLIP,-0.38,0.06,-0.94,G!_Bk!
2014-09-13T10:28:37Z,CLIP,-0.38,0.06,-0.94,G!_Bk!
2014-09-13T10:28:38Z,CLIP,-0.13,0.81,-1.75,G!_Bk!
2014-09-13T10:28:38Z,CLIP,-0.13,0.81,-1.75,G!_Bk!
2014-09-13T10:28:39Z,CLIP,-0.56,0.94,-0.63,G!_Bk!
2014-09-13T10:28:39Z,CLIP,-0.56,0.94,-0.63,G!_Bk!
2014-09-13T10:28:40Z,CLIP,-0.38,0.31,-1,G!_Bk!
2014-09-13T10:28:40Z,CLIP,-0.38,0.31,-1,G!_Bk!
2014-09-13T10:28:41Z,CLIP,-0.25,0,-0.94,G!_Bk!
2014-09-13T10:28:41Z,CLIP,-0.25,0,-0.94,G!_Bk!
2014-09-13T10:28:42Z,CLIP,-0.25,-0.19,-0.94,G!_Bk!
2014-09-13T10:28:42Z,CLIP,-0.25,-0.19,-0.94,G!_Bk!
2014-09-13T10:28:43Z,CLIP,-0.25,-0.25,0.13,G!_Bk!
2014-09-13T10:28:44Z,notMoving,-0.31,-0.69,0,G!_Bk!
2014-09-13T10:28:45Z,notMoving,-0.13,-0.19,-1.06,G!_Bk!
2014-09-13T10:28:45Z,notMoving,-0.13,-0.19,-1.06,G!_Bk!
2014-09-13T10:28:46Z,notMoving,0,-0.19,-1,G!_Bk!
2014-09-13T10:28:46Z,notMoving,0,-0.19,-1,G!_Bk!
2014-09-13T10:28:47Z,notMoving,0,-0.25,-1.06,G!_Bk!
2014-09-13T10:28:47Z,notMoving,0,-0.25,-1.06,G!_Bk!
2014-09-13T10:28:48Z,notMoving,0.06,-0.25,-1.06,G!_Bk!
2014-09-13T10:28:48Z,notMoving,0.06,-0.25,-1.06,G!_Bk!
2014-09-13T10:28:49Z,notMoving,0.06,-0.31,-0.94,G!_Bk!
2014-09-13T10:28:50Z,CLIP,0.06,-0.38,-1,G!_Bk!
2014-09-13T10:28:51Z,CLIP,0.06,-0.44,-1,G!_Bk!
2014-09-13T10:28:51Z,CLIP,0.06,-0.44,-1,G!_Bk!
2014-09-13T10:28:52Z,CLIP,0,-0.5,-0.94,G!_Bk!
2014-09-13T10:28:52Z,CLIP,0,-0.5,-0.94,G!_Bk!
2014-09-13T10:28:53Z,CLIP,0,-1.19,-0.38,G!_Bk!
2014-09-13T10:28:53Z,CLIP,0,-1.19,-0.38,G!_Bk!
2014-09-13T10:28:54Z,CLIP,-0.5,-0.25,-0.88,G!_Bk!
2014-09-13T10:28:54Z,CLIP,-0.5,-0.25,-0.88,G!_Bk!
2014-09-13T10:28:55Z,CLIP,-0.25,-0.31,-1,G!_Bk!
2014-09-13T10:28:56Z,notMoving,-1.94,0.38,4.19,G!_Bk!
2014-09-13T10:28:57Z,notMoving,-0.69,0.31,-0.38,G!_Bk!
2014-09-13T10:28:57Z,notMoving,-0.69,0.31,-0.38,G!_Bk!
2014-09-13T10:28:58Z,notMoving,-0.25,0.25,-0.13,G!_Bk!
2014-09-13T10:28:58Z,notMoving,-0.25,0.25,-0.13,G!_Bk!
2014-09-13T10:28:59Z,notMoving,-0.31,0.88,0.06,G!_Bk!
2014-09-13T10:29:00Z,CLIP,-0.19,0.44,-1.06,G!_Bk!
2014-09-13T10:29:01Z,CLIP,-0.13,0.19,-1.06,G!_Bk!
2014-09-13T10:29:01Z,CLIP,-0.13,0.19,-1.06,G!_Bk!
2014-09-13T10:29:02Z,CLIP,0.56,-0.69,0.94,G!_Bk!
2014-09-13T10:29:04Z,SlowMove,-0.19,-0.19,-0.38,G!_Bk!
2014-09-13T10:29:05Z,SlowMove,-0.06,-0.31,-1,G!_Bk!
2014-09-13T10:29:05Z,SlowMove,-0.06,-0.31,-1,G!_Bk!
2014-09-13T10:29:06Z,SlowMove,0,-0.38,-1,G!_Bk!
2014-09-13T10:29:06Z,SlowMove,0,-0.38,-1,G!_Bk!
2014-09-13T10:29:07Z,SlowMove,-0.13,-0.63,0.38,G!_Bk!
2014-09-13T10:29:07Z,SlowMove,-0.13,-0.63,0.38,G!_Bk!
2014-09-13T10:29:08Z,SlowMove,0.13,-0.38,-0.56,G!_Bk!
2014-09-13T10:29:09Z,CLIP,0.56,-0.63,-0.44,G!_Bk!
2014-09-13T10:29:10Z,CLIP,-1.19,1.69,-7.81,G!_Bk!
2014-09-13T10:29:10Z,CLIP,-1.19,1.69,-7.81,G!_Bk!
2014-09-13T10:29:11Z,CLIP,0.06,1.06,0.44,G!_Bk!
2014-09-13T10:29:11Z,CLIP,0.06,1.06,0.44,G!_Bk!
2014-09-13T10:29:12Z,CLIP,0.25,0.38,0.5,G!_Bk!
2014-09-13T10:29:13Z,SlowMove,0.06,0.06,-1,G!_Bk!
2014-09-13T10:29:14Z,SlowMove,0,0.44,-0.13,G!_Bk!
2014-09-13T10:29:14Z,SlowMove,0,0.44,-0.13,G!_Bk!
2014-09-13T10:29:15Z,SlowMove,-0.5,0.31,-0.81,G!_Bk!
2014-09-13T10:29:15Z,SlowMove,-0.5,0.31,-0.81,G!_Bk!
2014-09-13T10:29:16Z,SlowMove,-0.38,-0.19,-1.06,G!_Bk!
2014-09-13T10:29:16Z,SlowMove,-0.38,-0.19,-1.06,G!_Bk!
2014-09-13T10:29:17Z,SlowMove,0,0.13,-0.63,G!_Bk!
2014-09-13T10:29:17Z,SlowMove,0,0.13,-0.63,G!_Bk!
2014-09-13T10:29:18Z,SlowMove,0.25,-0.06,-0.94,G!_Bk!
2014-09-13T10:29:18Z,SlowMove,0.25,-0.06,-0.94,G!_Bk!
2014-09-13T10:29:19Z,SlowMove,0.75,0.38,0.44,G!_Bk!
2014-09-13T10:29:19Z,SlowMove,0.75,0.38,0.44,G!_Bk!
2014-09-13T10:29:20Z,SlowMove,0.13,0.25,1.31,G!_Bk!
2014-09-13T10:29:20Z,SlowMove,0.13,0.25,1.31,G!_Bk!
2014-09-13T10:29:21Z,SlowMove,0.25,-0.56,-0.25,G!_Bk!
2014-09-13T10:29:22Z,CLIP,0.31,-0.81,0,G!_Bk!
2014-09-13T10:29:23Z,CLIP,-0.13,-0.81,-0.56,G!_Bk!
2014-09-13T10:29:23Z,CLIP,-0.13,-0.81,-0.56,G!_Bk!
2014-09-13T10:29:24Z,CLIP,-0.13,-0.44,-1.13,G!_Bk!
2014-09-13T10:29:24Z,CLIP,-0.13,-0.44,-1.13,G!_Bk!
2014-09-13T10:29:25Z,CLIP,-0.56,-0.19,-0.44,G!_Bk!
2014-09-13T10:29:25Z,CLIP,-0.56,-0.19,-0.44,G!_Bk!
2014-09-13T10:29:26Z,CLIP,-0.5,-0.31,-1,G!_Bk!
2014-09-13T10:29:26Z,CLIP,-0.5,-0.31,-1,G!_Bk!
2014-09-13T10:29:27Z,CLIP,-0.44,-0.31,-1.19,G!_Bk!
2014-09-13T10:29:27Z,CLIP,-0.44,-0.31,-1.19,G!_Bk!
2014-09-13T10:29:28Z,CLIP,-0.38,-0.25,-1.06,G!_Bk!
2014-09-13T10:29:28Z,CLIP,-0.38,-0.25,-1.06,G!_Bk!
2014-09-13T10:29:29Z,CLIP,-1.13,-0.63,-0.69,G!_Bk!
2014-09-13T10:29:29Z,CLIP,-1.13,-0.63,-0.69,G!_Bk!
2014-09-13T10:29:30Z,CLIP,-0.56,-0.5,-1.06,G!_Bk!
2014-09-13T10:29:30Z,CLIP,-0.56,-0.5,-1.06,G!_Bk!
2014-09-13T10:29:31Z,CLIP,-0.25,-0.25,-0.88,G!_Bk!
2014-09-13T10:29:31Z,CLIP,-0.25,-0.25,-0.88,G!_Bk!
2014-09-13T10:29:32Z,CLIP,-0.56,0.25,0.44,G!_Bk!
2014-09-13T10:29:32Z,CLIP,-0.56,0.25,0.44,G!_Bk!
2014-09-13T10:29:33Z,CLIP,-0.75,0.44,-0.31,G!_Bk!
2014-09-13T10:29:33Z,CLIP,-0.75,0.44,-0.31,G!_Bk!
2014-09-13T10:29:34Z,CLIP,-0.75,0.38,0,G!_Bk!
2014-09-13T10:29:34Z,CLIP,-0.75,0.38,0,G!_Bk!
2014-09-13T10:29:35Z,CLIP,-0.63,0,0.5,G!_Bk!
2014-09-13T10:29:35Z,CLIP,-0.63,0,0.5,G!_Bk!
2014-09-13T10:29:36Z,CLIP,-0.69,-0.5,0.56,G!_Bk!
2014-09-13T10:29:36Z,CLIP,-0.69,-0.5,0.56,G!_Bk!
2014-09-13T10:29:37Z,CLIP,-1.44,0.06,-0.56,G!_Bk!
2014-09-13T10:29:37Z,CLIP,-1.44,0.06,-0.56,G!_Bk!
2014-09-13T10:29:38Z,CLIP,-0.81,-0.19,-0.56,G!_Bk!
2014-09-13T10:29:38Z,CLIP,-0.81,-0.19,-0.56,G!_Bk!
2014-09-13T10:29:39Z,CLIP,-0.5,-0.19,-1,G!_Bk!
2014-09-13T10:29:39Z,CLIP,-0.5,-0.19,-1,G!_Bk!
2014-09-13T10:29:40Z,CLIP,-0.25,-0.19,-1.06,G!_Bk!
2014-09-13T10:29:40Z,CLIP,-0.25,-0.19,-1.06,G!_Bk!
2014-09-13T10:29:41Z,CLIP,-0.81,-0.13,-0.5,G!_Bk!
2014-09-13T10:29:41Z,CLIP,-0.81,-0.13,-0.5,G!_Bk!
2014-09-13T10:29:42Z,CLIP,0.56,0.44,-0.44,G!_Bk!
2014-09-13T10:29:43Z,notMoving,0.19,0.13,-1,G!_Bk!
2014-09-13T10:29:44Z,notMoving,0.19,-0.13,-1.81,G!_Bk!
2014-09-13T10:29:45Z,CLIP,0.13,-0.25,-1,G!_Bk!
2014-09-13T10:29:46Z,CLIP,0.13,-0.31,-1,G!_Bk!
2014-09-13T10:29:46Z,CLIP,0.13,-0.31,-1,G!_Bk!
2014-09-13T10:29:47Z,CLIP,0.19,0.5,-0.25,G!_Bk!
2014-09-13T10:29:47Z,CLIP,0.19,0.5,-0.25,G!_Bk!
2014-09-13T10:29:48Z,CLIP,0.19,0.25,-1.06,G!_Bk!
2014-09-13T10:29:48Z,CLIP,0.19,0.25,-1.06,G!_Bk!
2014-09-13T10:29:49Z,CLIP,0.56,-0.06,0.06,G!_Bk!
2014-09-13T10:29:49Z,CLIP,0.56,-0.06,0.06,G!_Bk!
2014-09-13T10:29:50Z,CLIP,0.69,-0.31,-0.81,G!_Bk!
2014-09-13T10:29:50Z,CLIP,0.69,-0.31,-0.81,G!_Bk!
2014-09-13T10:29:51Z,CLIP,0.25,-0.38,-1.13,G!_Bk!
2014-09-13T10:29:51Z,CLIP,0.25,-0.38,-1.13,G!_Bk!
2014-09-13T10:29:52Z,CLIP,-0.63,0.38,-0.13,G!_Bk!
2014-09-13T10:29:52Z,CLIP,-0.63,0.38,-0.13,G!_Bk!
2014-09-13T10:29:53Z,CLIP,-1.25,0.69,-0.69,G!_Bk!
2014-09-13T10:29:53Z,CLIP,-1.25,0.69,-0.69,G!_Bk!
2014-09-13T10:29:54Z,CLIP,-0.81,0.31,-1,G!_Bk!
2014-09-13T10:29:54Z,CLIP,-0.81,0.31,-1,G!_Bk!
2014-09-13T10:29:55Z,CLIP,-1.19,0.31,-1.38,G!_Bk!
2014-09-13T10:29:55Z,CLIP,-1.19,0.31,-1.38,G!_Bk!
2014-09-13T10:29:56Z,CLIP,-0.5,-0.19,-0.81,G!_Bk!
2014-09-13T10:29:56Z,CLIP,-0.5,-0.19,-0.81,G!_Bk!
2014-09-13T10:29:57Z,CLIP,0.5,-0.13,-0.63,G!_Bk!
2014-09-13T10:29:57Z,CLIP,0.5,-0.13,-0.63,G!_Bk!
2014-09-13T10:29:58Z,CLIP,0.38,0.06,-1,G!_Bk!
2014-09-13T10:29:58Z,CLIP,0.38,0.06,-1,G!_Bk!
2014-09-13T10:29:59Z,CLIP,-0.25,0.5,-0.5,G!_Bk!
2014-09-13T10:29:59Z,CLIP,-0.25,0.5,-0.5,G!_Bk!
2014-09-13T10:30:00Z,CLIP,0.44,0.81,-0.25,G!_Bk!
2014-09-13T10:30:00Z,CLIP,0.44,0.81,-0.25,G!_Bk!
2014-09-13T10:30:01Z,CLIP,0.69,1.25,-0.25,G!_Bk!
2014-09-13T10:30:01Z,CLIP,0.69,1.25,-0.25,G!_Bk!
2014-09-13T10:30:02Z,CLIP,0.25,0.75,-0.56,G!_Bk!
2014-09-13T10:30:02Z,CLIP,0.25,0.75,-0.56,G!_Bk!
2014-09-13T10:30:03Z,CLIP,0.5,-0.13,-0.5,G!_Bk!
2014-09-13T10:30:03Z,CLIP,0.5,-0.13,-0.5,G!_Bk!
2014-09-13T10:30:04Z,CLIP,0.31,-0.25,-1,G!_Bk!
2014-09-13T10:30:04Z,CLIP,0.31,-0.25,-1,G!_Bk!
2014-09-13T10:30:05Z,CLIP,-0.13,-0.5,-0.81,G!_Bk!
2014-09-13T10:30:05Z,CLIP,-0.13,-0.5,-0.81,G!_Bk!
2014-09-13T10:30:06Z,CLIP,0.69,-0.06,0.94,G!_Bk!
2014-09-13T10:30:06Z,CLIP,0.69,-0.06,0.94,G!_Bk!
2014-09-13T10:30:07Z,CLIP,0.38,-0.56,0.19,G!_Bk!
2014-09-13T10:30:07Z,CLIP,0.38,-0.56,0.19,G!_Bk!
2014-09-13T10:30:08Z,CLIP,-0.06,-0.56,-1.19,G!_Bk!
2014-09-13T10:30:08Z,CLIP,-0.06,-0.56,-1.19,G!_Bk!
2014-09-13T10:30:09Z,CLIP,0.06,-0.81,-0.13,G!_Bk!
2014-09-13T10:30:09Z,CLIP,0.06,-0.81,-0.13,G!_Bk!
2014-09-13T10:30:10Z,CLIP,-0.06,-0.94,0.81,G!_Bk!
2014-09-13T10:30:10Z,CLIP,-0.06,-0.94,0.81,G!_Bk!
2014-09-13T10:30:11Z,CLIP,0.13,-0.25,-0.75,G!_Bk!
2014-09-13T10:30:11Z,CLIP,0.13,-0.25,-0.75,G!_Bk!
2014-09-13T10:30:12Z,CLIP,0.13,-0.13,-0.25,G!_Bk!
2014-09-13T10:30:12Z,CLIP,0.13,-0.13,-0.25,G!_Bk!
2014-09-13T10:30:13Z,CLIP,-0.56,-0.19,0.06,G!_Bk!
2014-09-13T10:30:13Z,CLIP,-0.56,-0.19,0.06,G!_Bk!
2014-09-13T10:30:14Z,CLIP,-0.94,-0.25,-1,G!_Bk!
2014-09-13T10:30:14Z,CLIP,-0.94,-0.25,-1,G!_Bk!
2014-09-13T10:30:15Z,CLIP,-0.5,-0.06,-1.13,G!_Bk!
2014-09-13T10:30:15Z,CLIP,-0.5,-0.06,-1.13,G!_Bk!
2014-09-13T10:30:16Z,CLIP,0.69,-0.38,-0.06,G!_Bk!
2014-09-13T10:30:16Z,CLIP,0.69,-0.38,-0.06,G!_Bk!
2014-09-13T10:30:17Z,CLIP,0.88,-0.81,-0.31,G!_Bk!
2014-09-13T10:30:17Z,CLIP,0.88,-0.81,-0.31,G!_Bk!
2014-09-13T10:30:18Z,CLIP,0.19,-0.5,-0.88,G!_Bk!
2014-09-13T10:30:18Z,CLIP,0.19,-0.5,-0.88,G!_Bk!
2014-09-13T10:30:19Z,CLIP,-0.31,-0.19,0.19,G!_Bk!
2014-09-13T10:30:19Z,CLIP,-0.31,-0.19,0.19,G!_Bk!
2014-09-13T10:30:20Z,CLIP,0.63,0.25,1,G!_Bk!
2014-09-13T10:30:40Z,CLIP,-0.44,0.25,-1.75,G!_Bk!
2014-09-13T10:30:41Z,CLIP,-0.63,-0.13,-0.81,G!_Bk!
2014-09-13T10:30:41Z,CLIP,-0.63,-0.13,-0.81,G!_Bk!
2014-09-13T10:30:42Z,CLIP,-0.81,1.44,0.31,G!_Bk!
2014-09-13T10:30:42Z,CLIP,-0.81,1.44,0.31,G!_Bk!
2014-09-13T10:30:43Z,CLIP,-0.69,0.56,1.94,G!_Bk!
2014-09-13T10:30:43Z,CLIP,-0.69,0.56,1.94,G!_Bk!
2014-09-13T10:30:44Z,CLIP,-0.38,0.94,-1.13,G!_Bk!
2014-09-13T10:30:44Z,CLIP,-0.38,0.94,-1.13,G!_Bk!
2014-09-13T10:30:45Z,CLIP,-0.75,0.06,-1.19,G!_Bk!
2014-09-13T10:30:45Z,CLIP,-0.75,0.06,-1.19,G!_Bk!
2014-09-13T10:30:46Z,CLIP,-0.25,-0.44,-0.38,G!_Bk!
2014-09-13T10:30:46Z,CLIP,-0.25,-0.44,-0.38,G!_Bk!
2014-09-13T10:30:47Z,CLIP,-0.5,-0.69,-0.25,G!_Bk!
2014-09-13T10:30:47Z,CLIP,-0.5,-0.69,-0.25,G!_Bk!
2014-09-13T10:30:48Z,CLIP,-0.69,-0.75,0,G!_Bk!
2014-09-13T10:30:48Z,CLIP,-0.69,-0.75,0,G!_Bk!
2014-09-13T10:30:49Z,CLIP,-0.25,-0.5,-1.06,G!_Bk!
2014-09-13T10:30:49Z,CLIP,-0.25,-0.5,-1.06,G!_Bk!
2014-09-13T10:30:50Z,CLIP,-0.13,-0.38,-1,G!_Bk!
2014-09-13T10:30:53Z,notMoving,1.06,-0.25,-2,G!_Bk!
2014-09-13T10:30:54Z,notMoving,0.25,-0.19,-3.25,G!_Bk!
2014-09-13T10:30:55Z,SlowMove,0.19,-0.19,-1.06,G!_Bk!
2014-09-13T10:30:56Z,SlowMove,0.19,-0.44,-0.88,G!_Bk!
2014-09-13T10:30:56Z,SlowMove,0.19,-0.44,-0.88,G!_Bk!
2014-09-13T10:30:57Z,SlowMove,0.19,-0.5,-0.81,G!_Bk!
2014-09-13T10:30:57Z,SlowMove,0.19,-0.5,-0.81,G!_Bk!
2014-09-13T10:30:58Z,SlowMove,0.19,-0.44,-1.06,G!_Bk!
2014-09-13T10:30:58Z,SlowMove,0.19,-0.44,-1.06,G!_Bk!
2014-09-13T10:30:59Z,SlowMove,-0.13,-0.63,-1.19,G!_Bk!
2014-09-13T10:30:59Z,SlowMove,-0.13,-0.63,-1.19,G!_Bk!
2014-09-13T10:31:00Z,SlowMove,0,-0.56,-1,G!_Bk!
2014-09-13T10:31:00Z,SlowMove,0,-0.56,-1,G!_Bk!
2014-09-13T10:31:01Z,SlowMove,0,-0.5,-1,G!_Bk!
2014-09-13T10:31:02Z,CLIP,0.19,0.06,-0.63,G!_Bk!
2014-09-13T10:31:03Z,CLIP,0.75,-0.44,-0.44,G!_Bk!
2014-09-13T10:31:03Z,CLIP,0.75,-0.44,-0.44,G!_Bk!
2014-09-13T10:31:04Z,CLIP,0.25,-0.25,-1.31,G!_Bk!
2014-09-13T10:31:04Z,CLIP,0.25,-0.25,-1.31,G!_Bk!
2014-09-13T10:31:05Z,CLIP,0.38,-0.5,0,G!_Bk!
2014-09-13T10:31:05Z,CLIP,0.38,-0.5,0,G!_Bk!
2014-09-13T10:31:06Z,CLIP,-0.06,-0.69,-0.19,G!_Bk!
2014-09-13T10:31:06Z,CLIP,-0.06,-0.69,-0.19,G!_Bk!
2014-09-13T10:31:07Z,CLIP,-1.06,-0.44,0.38,G!_Bk!
2014-09-13T10:31:07Z,CLIP,-1.06,-0.44,0.38,G!_Bk!
2014-09-13T10:31:08Z,CLIP,-0.5,-0.44,-1,G!_Bk!
2014-09-13T10:31:08Z,CLIP,-0.5,-0.44,-1,G!_Bk!
2014-09-13T10:31:09Z,CLIP,-0.38,-0.81,-0.38,G!_Bk!
2014-09-13T10:31:18Z,CLIP,0.25,-0.38,-0.88,G!_Bk!
2014-09-13T10:31:19Z,CLIP,0.19,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:20Z,notMoving,0.19,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:21Z,notMoving,0.19,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:21Z,notMoving,0.19,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:22Z,notMoving,0.63,0.06,-2.19,G!_Bk!
2014-09-13T10:31:22Z,notMoving,0.63,0.06,-2.19,G!_Bk!
2014-09-13T10:31:23Z,notMoving,0.38,-0.25,-0.81,G!_Bk!
2014-09-13T10:31:24Z,CLIP,0.31,-0.5,-0.75,G!_Bk!
2014-09-13T10:31:25Z,CLIP,0.19,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:25Z,CLIP,0.19,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:26Z,CLIP,0.19,-0.63,-0.81,G!_Bk!
2014-09-13T10:31:26Z,CLIP,0.19,-0.63,-0.81,G!_Bk!
2014-09-13T10:31:27Z,CLIP,0.56,0.06,-0.81,G!_Bk!
2014-09-13T10:31:27Z,CLIP,0.56,0.06,-0.81,G!_Bk!
2014-09-13T10:31:28Z,CLIP,0.44,-0.31,-0.75,G!_Bk!
2014-09-13T10:31:29Z,notMoving,0.31,-0.63,-0.81,G!_Bk!
2014-09-13T10:31:30Z,notMoving,0.31,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:30Z,notMoving,0.31,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:31Z,notMoving,0.19,-0.69,-0.75,G!_Bk!
2014-09-13T10:31:31Z,notMoving,0.19,-0.69,-0.75,G!_Bk!
2014-09-13T10:31:32Z,notMoving,0.13,-0.69,-0.75,G!_Bk!
2014-09-13T10:31:32Z,notMoving,0.13,-0.69,-0.75,G!_Bk!
2014-09-13T10:31:33Z,notMoving,0.13,-0.75,-0.75,G!_Bk!
2014-09-13T10:31:33Z,notMoving,0.13,-0.75,-0.75,G!_Bk!
2014-09-13T10:31:34Z,notMoving,0.19,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:34Z,notMoving,0.19,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:35Z,notMoving,0.31,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:35Z,notMoving,0.31,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:36Z,notMoving,0.31,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:36Z,notMoving,0.31,-0.56,-0.81,G!_Bk!
2014-09-13T10:31:37Z,notMoving,0.38,-0.5,-0.88,G!_Bk!
2014-09-13T10:31:37Z,notMoving,0.38,-0.5,-0.88,G!_Bk!
2014-09-13T10:31:38Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:38Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:39Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:39Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:40Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:40Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:41Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:41Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:42Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:42Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:43Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:43Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:44Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:44Z,notMoving,0.38,-0.5,-0.81,G!_Bk!
2014-09-13T10:31:45Z,notMoving,0.38,-0.56,-0.81,G!_Bk!
